21:56:52 WARN  riot                 :: Lexical form '2012-11-11T16:37:43-0800' not valid for datatype http://www.w3.org/2001/XMLSchema#dateTime
author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Vanessa Lopez, Spyros Kotoulas, Marco Luca Sbodio, Martin Stephenson, Aris Gkoulalas-Divanis and Pol Mac Aonghusa",QuerioCity: A Linked Data Platform for Urban Information Management,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-39,Proceedings of ISWC 2012,"In this paper, we present QuerioCity, a platform to catalog, index and query highly heterogenous information coming from complex systems, such as cities. A series of challenges are identified: namely, the heterogeneity of the domain and the lack of a common model, the volume of information and the number of data sets, the requirement for a low entry threshold to the system, the diversity of the input data, in terms of format, syntax and update frequency (streams vs static data), and the sensitivity of the information. We propose an approach for incremental and continuous integration of static and streaming data, based on Semantic Web technologies. The proposed system is unique in the literature in terms of handling of multiple integrations of available data sets in combination with flexible provenance tracking, privacy protection and continuous integration of streams. We report on lessons learnt from building the first prototype for Dublin.",,,0,,0,Spyros Kotoulas;Vanessa Lopez;Pol Mac Aonghusa;Martin Stephenson;Marco Luca Sbodio;Aris Gkoulalas-Divanis,6,,0
"Chris Welty, Ken Barker, Lora Aroyo and Shilpa Arora",Query Driven Hypothesis Generation for Answering Queries over NLP Graphs,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-26,Proceedings of ISWC 2012,"It has become common to use RDF to store the results of Natural Language Processing (NLP) as a graph of the entities mentioned in the text with the relationships mentioned in the text as links between them. These NLP graphs can be measured with Precision and Recall against a ground truth graph representing what the documents actually say. When asking conjunctive queries on NLP graphs, the Recall of the query is expected to be roughly the product of the Recall of the relations in each conjunct. Since Recall is typically less than one, conjunctive query Recall on NLP graphs degrades geometrically with the number of conjuncts. We present an approach to address this Recall problem by hypothesizing links in the graph that would improve query Recall, and then attempting to find more evidence to support them. Using this approach, we confirm that in the context of answering queries over NLP graphs, we can use lower confidence results from NLP components if they complete a query result.",,,0,,0,Shilpa Arora;Lora Aroyo;Ken Barker;Chris Welty,4,,0
Norman Heino and Jeff Z. Pan,RDFS Reasoning on Massively Parallel Hardware,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-33,Proceedings of ISWC 2012,"Recent developments in hardware have shown an increase in parallelism as opposed to clock rates. In order to fully exploit these new avenues of performance improvement, computationally expensive workloads have to be expressed in a way that allows for fine-grained parallelism. In this paper, we address the problem of describing RDFS entailment in such a way. Different from previous work on parallel RDFS reasoning, we assume a shared memory architecture. We analyze the problem of duplicates that naturally occur in RDFS reasoning and develop strategies towards its mitigation, exploiting all levels of our architecture. We implement and evaluate our approach on two real-world datasets and study its performance characteristics on different levels of parallelization. We conclude that RDFS entailment lends itself well to parallelization but can benefit even more from careful optimizations that take into account intricacies of modern parallel hardware.",,,0,,0,Norman Heino;Jeff Z. Pan,2,,0
"Mohsen Taheriyan, Craig Knoblock, Pedro Szekely and José Luis Ambite",Rapidly Integrating Services into the Linked Data Cloud,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-02,Proceedings of ISWC 2012,"The amount of data available in the Linked Data cloud continues to grow. Yet, few services consume and produce linked data. There is recent work that allows a user to define a linked service from an online service, which includes the specifications for consuming and producing linked data, but building such models is time consuming and requires specialized knowledge of RDF and SPARQL. This paper presents a new approach that allows domain experts to rapidly create semantic models of services by demonstration in an interactive web-based interface. First, the user provides examples of the service request URLs. Then, the system automatically proposes a service model the user can refine interactively. Finally, the system saves a service specification using a new expressive vocabulary that includes lowering and lifting rules. This approach empowers end users to rapidly model existing services and immediately use them to consume and produce linked data.",,,0,,0,Craig Knoblock;José Luis Ambite;Mohsen Taheriyan;Pedro Szekely,4,,0
Sara Magliacane,Reconstructing Provenance,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/doctor-consortium-04,Proceedings of ISWC 2012,"Provenance is an increasingly important aspect of data management that is often underestimated and neglected by practitioners. In our work, we target the problem of reconstructing provenance of files in a shared folder setting, assuming that only standard filesystem metadata are available. We propose a content-based approach that is able to reconstruct provenance automatically, leveraging several similarity measures and edit distance algorithms, adapting and integrating them into a multi-signal pipeline. We discuss our research methodology and show some promising preliminary results.",,,0,,0,Sara Magliacane,1,,0
Laurens Rietveld,Replication for Linked Data,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/doctor-consortium-06,Proceedings of ISWC 2012,"With the Semantic Web scaling up, and more triple-stores with update facilities being available, the need for higher levels of simultaneous triple-stores with identical information becomes more and more urgent. However, where such Data Replication approaches are common in the database community, there is no comprehensive approach for data replication for the Semantic Web. In this research proposal, we will discuss the problem space and scenarios of data replication in the Semantic Web, and explain how we plan on dealing with this issue.",,,0,,0,Laurens Rietveld,1,,0
Thomas Bosch,Reusing XML Schemas' Information as a Foundation for Designing Domain Ontologies,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/doctor-consortium-09,Proceedings of ISWC 2012,"Designing domain ontologies from scratch is a time-consuming endeavor requiring a lot of close collaboration with domain experts. However, domain descriptions such as XML Schemas are often available in early stages of the ontology development process. For my dissertation, I propose a method to convert XML Schemas to OWL ontologies in an automatic way. The approach addresses the transformation of any XML Schema documents by using the XML Schema metamodel, which is completely represented by the XML Schema Metamodel Ontology. Automatically, all Schema declarations and definitions are converted to class axioms, which are intended to be enriched with additional domain-specific semantic information in form of domain ontologies.",,,0,,0,Thomas Bosch,1,,0
"Spyros Kotoulas, Jacopo Urbani, Peter Boncz and Peter Mika",Robust Runtime Optimization and Skew-Resistant Execution of Analytical SPARQL Queries on Pig,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-31,Proceedings of ISWC 2012,"We describe a system that incrementally translates SPARQL queries to Pig Latin and executes them on a Hadoop cluster. This system is designed to work efficiently on complex queries with many self-joins over huge datasets, avoiding job failures even in the case of joins with unexpected high-value skew. To be robust against cost estimation errors, our system interleaves query optimization with query execution, determining the next steps to take based on data samples and statistics gathered during the previous step. Furthermore, we have developed a novel skew-resistant join algorithm that replicates tuples corresponding to popular keys. We evaluate the effectiveness of our approach both on a synthetic benchmark known to generate complex queries (BSBM-BI) as well as on a Yahoo! case of data analysis using RDF data crawled from the web. Our results indicate that our system is indeed capable of processing huge datasets without pre-computed statistics while exhibiting good load-balancing properties.",,,0,,0,Jacopo Urbani;Peter Mika;Peter Boncz;Spyros Kotoulas,4,,0
Mikko Rinne,SPARQL Update for Complex Event Processing,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/doctor-consortium-13,Proceedings of ISWC 2012,"Complex event processing is currently done primarily with proprietary definition languages. Future smart environments will require collaboration of multi-platform sensors operated by multiple parties. The goal of my research is to verify the applicability of standard-compliant SPARQL for complex event processing tasks. If successful, semantic web standards RDF, SPARQL and OWL with their established base of tools have many other benefits for event processing including support for interconnecting disjoint vocabularies, enriching event information with linked open data and reasoning over semantically annotated content. A software platform capable of continuous incremental evaluation of multiple parallel SPARQL queries is a key enabler of the approach.",,,0,,0,Mikko Rinne,1,,0
"Olaf Görlitz, Matthias Thimm and Steffen Staab",SPLODGE: Systematic Generation of SPARQL Benchmark Queries for Linked Open Data,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-32,Proceedings of ISWC 2012,"The distributed and heterogeneous nature of Linked Open Data requires flexible and federated techniques for query evaluation. In order to evaluate current federation querying approaches a general methodology for conducting benchmarks is mandatory. In this paper, we present a classification methodology for federated SPARQL queries. This methodology can be used by developers of federated querying approaches to compose a set of test benchmarks that cover diverse characteristics of different queries and allows for comparability. We further develop a heuristic called SPLODGE for automatic generation of benchmark queries that is based on this methodology and takes into account the number of sources to be queried and several complexity parameters. We evaluate the adequacy of our methodology and the query generation strategy by applying them on the 2011 billion triple challenge data set.",,,0,,0,Steffen Staab;Matthias Thimm;Olaf Görlitz,3,,0
"Ying Zhang, Minh-Duc Pham, Oscar Corcho and Jean Paul Calbimonte",SRBench: A Streaming RDF/SPARQL Benchmark,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-27,Proceedings of ISWC 2012,"We introduce SRBench, a general-purpose benchmark primarily designed for streaming RDF/SPARQL engines, completely based on real-world data sets from the Linked Open Data cloud. With the increasing problem of too much streaming data but not enough tools to gain knowledge from them, researchers have set out for solutions in which Semantic Web technologies are adapted and extended for publishing, sharing, analysing and understanding streaming data. To help researchers and users comparing streaming RDF/SPARQL (strRS) engines in a standardised application scenario, we have designed SRBench, with which one can assess the abilities of a strRS engine to cope with a broad range of use cases typically encountered in real-world scenarios. The data sets used in the benchmark have been carefully chosen, such that they represent a realistic and relevant usage of streaming data. The benchmark defines a concise, yet comprehensive set of queries that cover the major aspects of strRS processing. Finally, our work is complemented with a functional evaluation on three representative strRS engines: SPARQLStream, C-SPARQL and CQELS. The presented results are meant to give a first baseline and illustrate the state-of-the-art.",,,0,,0,Oscar Corcho;Ying Zhang;Minh-Duc Pham;Jean Paul Calbimonte,4,,0
Özgür Lütfü Özcep and Ralf Möller,Scalable Geo-thematic Query Answering,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-18,Proceedings of ISWC 2012,"First order logic (FOL) rewritability is a desirable feature for query answering over geo-thematic ontologies because in most geoprocessing scenarios one has to cope with large data volumes. Hence, there is a need for combined geo-thematic logics that provide a sufficiently expressive query language allowing for FOL rewritability. The DL-Lite family of description logics is tailored towards FOL rewritability of query answering for unions of conjunctive queries, hence it is a suitable candidate for the thematic component of a combined geo-thematic logic. We show that a weak coupling of DL-Lite with the expressive region connection calculus RCC8 allows for FOL rewritability under a spatial completeness condition for the ABox. Stronger couplings allowing for FOL rewritability are possible only for spatial calculi as weak as the low-resolution calculus RCC2. Already a strong combination of DL-Lite with the low-resolution calculus RCC3 does not allow for FOL rewritability.",,,0,,0,Özgür Lütfü Özcep;Ralf Möller,2,,0
Dezhao Song,Scalable and Domain-Independent Entity Coreference: Establishing High Quality Data Linkages Across Heterogeneous Data Sources,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/doctor-consortium-07,Proceedings of ISWC 2012,"Due to the decentralized nature of the Semantic Web, the same real world entity may be described in various data sources and assigned syntactically distinct identifiers. In order to facilitate data utilization in the Semantic Web, without compromising the freedom of people to publish their data, one critical problem is to appropriately interlink such heterogeneous data. This interlinking process can also be referred to as Entity Coreference, i.e., finding which identifiers refer to the same real world entity. This proposal will investigate algorithms to solve this entity coreference problem in the Semantic Web in several aspects. The essence of entity coreference is to compute the similarity of instance pairs. Given the diversity of domains of existing datasets, it is important that an entity coreference algorithm be able to achieve good precision and recall across domains represented in various ways. Furthermore, in order to scale to large datasets, an algorithm should be able to intelligently select what information to utilize for comparison and determine whether to compare a pair of instances to reduce the overall complexity. Finally, appropriate evaluation strategies need to be chosen to verify the effectiveness of the algorithms.",,,0,,0,Dezhao Song,1,,0
"Annika Hinze, Ralf Heese, Markus Luczak-Rösch and Adrian Paschke",Semantic Enrichment by Non-Experts: Usability of Manual Annotation Tools,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-07,Proceedings of ISWC 2012,Most of the semantic content available has been generated automatically by using annotation services for existing content. Automatic annotation is not of sufficient quality to enable focused search and retrieval: either too many or too few terms are semantically annotated. User-defined semantic enrichment allows for a more targeted approach. We developed a tool for semantic annotation of digital documents and conducted an end-user study to evaluate its acceptance by and usability for non-expert users. This paper presents the results of this user study and discusses the lessons learned about both the semantic enrichment process and our methodology of exposing non-experts to semantic enrichment.,,,0,,0,Annika Hinze;Markus Luczak-Rösch;Ralf Heese;Adrian Paschke,4,,0
"Thibaut Tiberghien, Hamdi Aloulou, Mounir Mokhtari and Jit Biswas",Semantic Reasoning in Context-Aware Assistive Environments to Support Ageing with Dementia,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-10,Proceedings of ISWC 2012,"Robust solutions for ambient assisted living are numerous, yet predominantly specific in their scope of usability. In this paper, we describe the potential contribution of semantic web technologies to building more versatile solutions - a step towards adaptable context-aware engines and simplified deployments. Our conception and deployment work in hindsight, we highlight some implementation challenges and requirements for semantic web tools that would help to ease the development of context-aware services and thus generalize real-life deployment of semantically driven assistive technologies. We also compare available tools with regard to these requirements and validate our choices by providing some results from a real-life deployment.",,,0,,0,Mounir Mokhtari;Hamdi Aloulou;Thibaut Tiberghien;Jit Biswas,4,,0
"Hassan Saif, Yulan He and Harith Alani",Semantic Sentiment Analysis of Twitter,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-40,Proceedings of ISWC 2012,"Sentiment analysis over Twitter offer organisations a fast and effective way to monitor the publics' feelings towards their brand, business, directors, etc. A wide range of features and methods for training sentiment classifiers for Twitter datasets have been researched in recent years with varying results. In this paper, we introduce a novel approach of adding semantics as additional features into the training set for sentiment analysis. For each extracted entity (e.g. iPhone) from tweets, we add its semantic concept (e.g. ''Apple product'') as an additional feature, and measure the correlation of the representative concept with negative/positive sentiment. We apply this approach to predict sentiment for three different Twitter datasets. Our results show an average increase of F harmonic accuracy score for identifying both negative and positive sentiment of around 6.5% and 4.8% over the baselines of unigrams and part-of-speech features respectively. We also compare against an approach based on sentiment-bearing topic analysis, and find that semantic features produce better Recall and F score when classifying negative sentiment, and better Precision with lower Recall and F score in positive sentiment classification.",,,0,,0,Hassan Saif;Harith Alani;Yulan He,3,,0
"Razan Paul, Tudor Groza, Andreas Zankl and Jane Hunter",Semantic similarity-driven decision support in the skeletal dysplasia domain,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-17,Proceedings of ISWC 2012,"Biomedical ontologies have become a mainstream topic in medical research. They represent important sources of evolved knowledge that may be automatically integrated in decision support methods. Grounding clinical and radiographic findings in concepts defined by a biomedical ontology, e.g., the Human Phenotype Ontology, enables us to compute semantic similarity between them. In this paper, we focus on using such similarity measures to predict disorders on undiagnosed patient cases in the bone dysplasia domain. Different methods for computing the semantic similarity have been implemented. All methods have been evaluated based on their support in achieving a higher prediction accuracy. The outcome of this research enables us to understand the feasibility of developing decision support methods based on ontology-driven semantic similarity in the skeletal dysplasia domain.",,,0,,0,Razan Paul;Jane Hunter;Andreas Zankl;Tudor Groza,4,,0
"Kostis Kyzirakos, Manos Karpathiotakis and Manolis Koubarakis",Strabon: A Semantic Geospatial DBMS,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-25,Proceedings of ISWC 2012,"We present Strabon, a new RDF store that supports the state of the art semantic geospatial query languages stSPARQL and GeoSPARQL. To illustrate the expressive power offered by these query languages and their implementation in Strabon, we concentrate on the new version of the data model stRDF and the query language stSPARQL that we have developed ourselves. Like GeoSPARQL, these new versions use OGC standards to represent geometries where the original versions used linear constraints. We study the performance of Strabon experimentally and show that it scales to very large data volumes and performs, most of the times, better than all other geospatial RDF stores it has been compared with.",,,0,,0,Manolis Koubarakis;Kostis Kyzirakos;Manos Karpathiotakis,3,,0
Mark A. Musen,"Tackling Climate Change:  Unfinished Business from the Last ""Winter""",,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/keynote-3,Proceedings of ISWC 2012,"In the 1990s, as the World Wide Web became not only world wide but also dense and ubiquitous, workers in the artificial intelligence community were drawn to the possibility that the Web could provide the foundation for a new kind of AI. Having survived the AI Winter of the 1980s, the opportunities that they saw in the largest, most interconnected computing platform imaginable were obviously compelling. With the subsequent success of the Semantic Web, however, our community seems to have stopped talking about many of the issues that researchers believe led to the AI Winter in the first place: the cognitive challenges in debugging and maintaining complex systems, the drift in the meanings ascribed to symbols, the situated nature of knowledge, the fundamental difficulty of creating robust models. These challenges are still with us; we cannot wish them away with appeals to the open-world assumption or to the law of large numbers. Embracing these challenges will allow us to expand the scope of our science and our practice, and will help to bring us closer to the ultimate vision of the Semantic Web.",,,0,,0,Mark A. Musen,1,,0
"Roman Prokofyev, Alexey Boyarsky, Oleg Ruchayskiy, Karl Aberer, Gianluca Demartini and Philippe Cudré-Mauroux",Tag Recommendation for Large-Scale Ontology-Based Information Systems,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/evaluation-17,Proceedings of ISWC 2012,"We tackle the problem of improving the relevance of automatically selected tags in large-scale ontology-based information systems. Contrary to traditional settings where tags can be chosen arbitrarily, we focus on the problem of recommending tags (e.g., concepts) directly from a collaborative, user-driven ontology. We compare the effectiveness of a series of approaches to select the best tags ranging from traditional IR techniques such as TF/IDF weighting to novel techniques based on ontological distances and latent Dirichlet allocation. All our experiments are run against a real corpus of tags and documents extracted from the ScienceWise portal, which is connected to ArXiv.org and is currently used by growing number of researchers. The datasets for the experiments are made available online for reproducibility purposes.",,,0,,0,Oleg Ruchayskiy;Karl Aberer;Philippe Cudré-Mauroux;Alexey Boyarsky;Roman Prokofyev;Gianluca Demartini,6,,0
Markus Krötzsch,The Not-So-Easy Task of Computing Class Subsumptions in OWL RL,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-04,Proceedings of ISWC 2012,"The lightweight ontology language OWL RL is used for reasoning with large amounts of data. To this end, the W3C standard provides a simple system of deduction rules, which operate directly on the RDF syntax of OWL. Several similar systems have been studied. However, these approaches are usually complete for instance retrieval only. This paper asks if and how such methods could also be used for computing entailed subclass relationships. Checking entailment for arbitrary OWL RL class subsumptions is co-NP-hard, but tractable rule-based reasoning is possible when restricting to subsumptions between atomic classes. Surprisingly, however, this cannot be achieved in any RDF-based rule system, i.e., the W3C calculus cannot be extended to compute all atomic class subsumptions. We identify syntactic restrictions to mitigate this problem, and propose a rule system that is sound and complete for many OWL RL ontologies.",,,0,,0,Markus Krötzsch,1,,0
Thomas Malone,The Semantic Web and Collective Intelligence,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/keynote-1,Proceedings of ISWC 2012,"The original vision of the Semantic Web was to encode semantic content on the web in a form with which machines can reason. But in the last few years, we've seen many new Internet-based applications (such as Wikipedia, Linux, and prediction markets) where the key reasoning is done, not by machines, but by large groups of people. This talk will show how a relatively small set of design patterns can help understand a wide variety of these examples. Each design pattern is useful in different conditions, and the patterns can be combined in different ways to create different kinds of collective intelligence. Building on this foundation, the talk will consider how the Semantic Web might contribute to - and benefit from - these more human-intensive forms of collective intelligence.",,,0,,0,Thomas Malone,1,,0
Takahiro Kawamura,Toward an ecosystem of LOD in the field: LOD content generation and its consuming service,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-04,Proceedings of ISWC 2012,"This paper proposes to apply semantic technologies in a new domain, Field research. It is said that if ""raw data"" is openly available on the Web, it will be used by other people to do wonderful things. But, it would be better to show a use case together with that data, especially in the dawn of LOD. Therefore, we are proceeding with both of LOD content generation and its application for a specific domain. The application addresses an issue of information retrieval in the field, and the mechanism of LOD generation from the Web might be applied to the other domain. Firstly, we demonstrate the use of our mobile application, which searches a plant fitting the environmental conditions obtained by the smartphone's sensors. Then, we introduce our approach of the LOD generation, and present an evaluation showing its practical effectiveness.",,,0,,0,Takahiro Kawamura,1,,0
Enrico Daga,Towards a theoretical foundation for the harmonization of linked data,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/doctor-consortium-11,Proceedings of ISWC 2012,"In real world cases, building reliable problem centric views over Linked Data is a challenging task. An ideal method should include a formal representation of the requirements of the needed dataset and a controlled process moving from the original sources to the outcome. We believe that a goal oriented approach, similar to the AI planning problem, could be successful in controlling the process of linked data fusion, as well as to formalize the relations between requirements, process and result.",,,0,,0,Enrico Daga,1,,0
"Pavel Shvaiko, Feroz Farazi, Vincenzo Maltese, Alexander Ivanyukovich, Veronica Rizzi, Daniela Ferrari and Giuliana Ucelli",Trentino government linked open geo-data: a case study,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-27,Proceedings of ISWC 2012,"Our work is settled in the context of the public administration domain, where data can come from different entities, can be produced, stored and delivered in different formats and can have different levels of quality. Hence, such a heterogeneity has to be addressed, while performing various data integration tasks. We report our experimental work on publishing some government linked open geo-metadata and geo-data of the Italian Trentino region. Specifically, we illustrate how 161 core geographic datasets were released by leveraging on the geo-catalogue application within the existing geo-portal. We discuss the lessons we learned from deploying and using the application as well as from the released datasets.",,,0,,0,Veronica Rizzi;Pavel Shvaiko;Daniela Ferrari;Alexander Ivanyukovich;Feroz Farazi;Giuliana Ucelli;Vincenzo Maltese,7,,0
"Manuel Salvadores, Matthew Horridge, Paul Alexander, Ray W. Fergerson, Mark A. Musen and Natasha F. Noy",Using SPARQL to Query BioPortal Ontologies and Metadata,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-53,Proceedings of ISWC 2012,"BioPortal is a repository of biomedical ontologies - the largest such repository, with more than 300 ontologies to date. This set includes ontologies that were developed in OWL, OBO and other languages, as well as a large number of medical terminologies that the US National Library of Medicine distributes in its own proprietary format. We have published the RDF based serializations of all these ontologies and their metadata at sparql.bioontology.org. This dataset contains 203M triples, representing both content and metadata for the 300+ ontologies; and 9M mappings between terms. This endpoint can be queried with SPARQL which opens new usage scenarios for the biomedical domain. This paper presents lessons learned from having redesigned several applications that today use this SPARQL endpoint to consume ontological data.",,,0,,0,Matthew Horridge;Natasha F. Noy;Ray W. Fergerson;Paul Alexander;Manuel Salvadores;Mark A. Musen,6,,0
Raghava Mutharaju,Very Large Scale OWL Reasoning through Distributed Computation,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/doctor-consortium-05,Proceedings of ISWC 2012,"Due to recent developments in reasoning algorithms of the various OWL profiles, the classification time for an ontology has come down drastically. For all of the popular reasoners, in order to process an ontology, an implicit assumption is that the ontology should fit in primary memory. The memory requirements for a reasoner are already quite high, and considering the ever increasing size of the data to be processed and the goal of making reasoning Web scale, this assumption becomes overly restrictive. In our work, we study several distributed classification approaches for the description logic EL+ (a fragment of OWL 2 EL profile). We present the lessons learned from each approach, our current results, and plans for future work.",,,0,,0,Raghava Mutharaju,1,,0
"Matthew Rowe, Milan Stankovic and Harith Alani",Who will follow whom? Exploiting Semantics for Link Prediction in Attention-Information Networks,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-14,Proceedings of ISWC 2012,"Existing approaches for link prediction, in the domain of network science, exploit a network's topology to predict future connections by assessing existing edges and connections, and inducing links given the presence of mutual nodes. Despite the rise in popularity of Attention-Information Networks (i.e. microblogging platforms) and the production of content within such platforms, no existing work has attempted to exploit the semantics of published content when predicting network links. In this paper we present an approach that fills this gap by a) predicting follower edges within a directed social network by exploiting concept graphs and thereby significantly outperforming a random baseline and models that rely solely on network topology information, and b) assessing the different behavior that users exhibit when making followee-addition decisions. This latter contribution exposes latent factors within social networks and the existence of a clear need for topical affinity between users for a follow link to be created.",,,0,,0,Milan Stankovic;Harith Alani;Matthew Rowe,3,,0
"Peter Edwards, Edoardo Pignotti, Alan Eckhardt, Kapila Ponnamperuma, Chris Mellish and Thomas Bouttaz",ourSpaces - Design and Deployment of a Semantic Virtual Research Environment,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-54,Proceedings of ISWC 2012,"In this paper we discuss our experience with the design, development and deployment of the ourSpaces Virtual Research Environment. ourSpaces makes use of Semantic Web technologies to create a platform to support multidisciplinary research groups. This paper introduces the main semantic components of the system: a framework to capture the provenance of the research process, a collection of services to create and visualise metadata and a policy reasoning service. We also describe different approaches to support interaction between users and metadata within the VRE. We discuss the lessons learnt during the deployment process with three case study groups. Finally, we present our conclusions and future directions for exploration in terms of developing ourSpaces further.",,,0,,0,Thomas Bouttaz;Chris Mellish;Edoardo Pignotti;Kapila Ponnamperuma;Peter Edwards;Alan Eckhardt,6,,0
Alexander Seeliger and Heiko Paulheim,A Semantic Browser for Linked Open Data,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-10,Proceedings of the Semantic Web Challenge 2012,"Although the Semantic Web was originally designed as a ""web for machines"", the growing wealth of information in Linked Open Data has become interesting for human users as well. Consequently, quite a few browsers for Linked Open Data have recently been developed. However, despite being developed for the semantic web, those browsers often present alphabetically ordered lists of facts, without respecting the semantics of the data. In our submission to the Semantic Web Challenge, we present a semantic browser for the semantic web, which aims at presenting facts from Linked Open Data in semantically coherent groups. This paper introduces the main algorithms as well as an evaluation of the browser with end users.",,,0,,0,Heiko Paulheim;Alexander Seeliger,2,,0
Heiko Paulheim,Browsing Linked Open Data with Auto Complete,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-12,Proceedings of the Semantic Web Challenge 2012,"Information in Linked Open Data is incomplete by nature and design. Nevertheless, the more complete information delivered on a subject is, the higher is its value to an end user. With our submission to the Semantic Web Challenge, we show how information, in particular types, can be completed automatically, based on heuristic rule learning. We introduce an approach which employs lazy learning instead of learning a global model, making the approach well scalable to large data, while at the same time providing results at an accuracy of 85.6%. The auto complete function is included in a modular semantic web browser.",,,0,,0,Heiko Paulheim,1,,0
"Houda Khrouf, Vuk Milicic and Raphaël Troncy",EventMedia Live: Exploring Events Connections in Real-Time to Enhance Content,,,,,http://data.semanticweb.org/conference/iswc/2012/semantic-web-challenge-proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/semantic-web-challenge-open-21,Proceedings of the Semantic Web Challenge 2012,"An ever increasing amount of event-centric knowledge is spread over multiple social services, either materialized as calendar of events or illustrated by media items shared by people. Crawling data and mining in real-time events connection between these heterogeneous services is a key challenge to enhance events views. In this paper, we present Event-Media, a web-based environment that exploits real-time connections to deliver rich content describing events associated with media, and interlined with the Linked Data cloud. EventMedia exploits semantic web technologies and provides user-friendly interface with the aim to meet the user needs: relive experiences based on media, and support decision making for attending upcoming events.",,,0,,0,Vuk Milicic;Houda Khrouf;Raphaël Troncy,3,,0
